,document_name,sentence,potential_measurements
734,S0168945213001805-4536.txt,"Improved photosynthesis increases sucrose production but this must be coupled with increased sucrose utilization, storage, or transport to sink tissues to avoid negative feedback regulation [102].","[['CARDINAL', 28, 29]]"
735,S0168945213001805-4536.txt,Increased downstream utilization of photosynthetic products has been shown to increase biomass yield [103].,"[['CARDINAL', 45, 46]]"
736,S0168945213001805-4536.txt,Cellulose and hemicellulose account for ∼70% of wood [104] so over-expression of genes that promote cellulose production should have a significant impact on timber production.,[]
737,S0006322312001096-1253.txt,There was also some evidence to suggest an association between higher Framingham stroke risk score and increased onset of depressive symptoms before the age of 65 years.,"[['ORG', 36, 37], ['DATE', 47, 52]]"
738,S0006322312001096-1253.txt,"This finding was based on data from three different vascular risk prediction algorithms—the Framingham CVD, CHD, and stroke scores—and depressive symptoms measured using two survey instruments and information on use of antidepressant medication.","[['CARDINAL', 86, 87], ['ORG', 97, 98], ['CARDINAL', 108, 109]]"
739,S0378112713005288-1948.txt,Table 5 shows that the regeneration density of different site types (upland improved farmland or upland moorland).,[]
740,S0378112713005288-1948.txt,"Site type (upland improved farmland or upland moorland) produced a significant variation in total regeneration densities (F(3, 8.9) = 4.1, p = 0.03).","[['CARDINAL', 41, 42], ['CARDINAL', 44, 45], ['CARDINAL', 48, 49]]"
741,S0378112713005288-1948.txt,20% of the total observed variation was due to variation between the different site types.,"[['PERCENT', 51, 53]]"
742,S0378112713005288-1948.txt,The overall regeneration density on clearfelled upland moorland was significantly greater than on unplanted upland moorland (p < 0.01).,[]
743,S0378112713005288-1948.txt,However there was no significant difference between the regeneration density of clearfelled improved farmland and unplanted improved farmland (see Table 5).,"[['LAW', 110, 112]]"
744,S0378112713005288-1948.txt,"No significant difference in regeneration densities was found between brown earth and peaty gley soils (F(1, 3.95) = 1.75, p = n.s.).","[['CARDINAL', 132, 133], ['CARDINAL', 135, 136], ['GPE', 139, 140]]"
745,S0167880913001229-1225.txt,There was a difference between the experiments in the two countries in the effects of main-plot (shade) and subplot (coffee management) treatments on total SOC stocks (Mg C ha−1).,"[['CARDINAL', 9, 10], ['ORG', 30, 31]]"
746,S0167880913001229-1225.txt,In Costa Rica the ANOVA showed significant (p < 0.01) overall effects of both on the change in SOC stock at 0–10 cm depth over the 9-year period.,"[['GPE', 39, 41], ['ORG', 42, 43], ['CARDINAL', 48, 49], ['QUANTITY', 61, 63], ['DATE', 66, 69]]"
747,S0167880913001229-1225.txt,"However, in deeper soil only the shade treatment effect remained significant and there was an additional significant (p < 0.01) effect of initial C concentration at the 20–40 cm depth.","[['QUANTITY', 101, 103]]"
748,S2213158213000582-1327.txt,"(Jenkinson and Smith, 2001) in FSL (www.fmrib.ox.ac.uk/fsl/).","[['PERSON', 58, 59], ['DATE', 62, 63], ['ORG', 65, 66]]"
749,S2213158213000582-1327.txt,"The cortical (Fig. 1C) and subcortical masks with pre-defined brain regions from the standard atlas were transferred to the individual's headspace (Fig. 1D), using the inverse of the transformation obtained in the first step: the Harvard-Oxford Atlas, part of the FSL software with masks of 96 cortical gray-matter regions (48 regions in each hemisphere), 21 sub-cortical regions, and cerebellum, was used.","[['ORG', 76, 77], ['CARDINAL', 78, 79], ['PERSON', 101, 102], ['ORDINAL', 115, 116], ['ORG', 119, 120], ['ORG', 127, 128], ['CARDINAL', 132, 133], ['CARDINAL', 139, 140], ['CARDINAL', 146, 147]]"
750,S2213158213000582-1327.txt,The regional masks were down-sampled to a cubic source grid with voxels of 5 mm per side (Fig. 1E).,"[['QUANTITY', 176, 178], ['ORG', 181, 182], ['CARDINAL', 183, 184]]"
751,S2213158213000582-1327.txt,(4) VESTAL MEG source imaging used the source grid from step 3.,"[['CARDINAL', 187, 188], ['ORG', 190, 191], ['CARDINAL', 199, 200]]"
752,S0019103512003533-3306.txt,"A new addition to the thermospheric energy equation is the inclusion of H3+ cooling, a process known to be important on Jupiter (Miller et al., 2006, 2010).","[['LOC', 23, 24], ['PERSON', 25, 26], ['DATE', 30, 31], ['DATE', 32, 33]]"
753,S0019103512003533-3306.txt,"At thermospheric temperatures typically found on Saturn (320–500 K, Nagy et al., 2009), we do not expect H3+ cooling to play an important role, but we included the process to be able to assess its importance for cases where polar magnetospheric heating raises temperatures above ∼500 K. We implemented globally the H3+ cooling rates of Miller et al.","[['PRODUCT', 41, 42], ['CARDINAL', 43, 44], ['DATE', 51, 52], ['CARDINAL', 88, 89], ['ORG', 99, 100]]"
754,S0019103512003533-3306.txt,(2010) in the form of a parameterisation as a function of local thermospheric temperature and H3+ density.,"[['DATE', 104, 105]]"
755,S0925443913001385-1638.txt,The steady state level of MRPL12 in the subject's fibroblasts was reduced to 30% of control value (Fig. 4A and B).,"[['PERCENT', 14, 16], ['ORG', 20, 21], ['CARDINAL', 22, 23]]"
756,S0925443913001385-1638.txt,The mt-LSU protein ICT1 was also decreased (~ 30% of control values) as was MRPL3 (by 37%) suggesting that a consequence of the MRPL12 mutation is a global defect in assembly of the large ribosomal subunit (mt-LSU).,"[['PERCENT', 38, 40], ['GPE', 46, 47], ['PERCENT', 49, 51]]"
757,S0925443913001385-1638.txt,"In order to estimate the effect of the MRPL12 mutation on assembly of the whole ribosome, we also tested three proteins of the small ribosomal subunit (SSU), MRPS18B, MRPS25 and DAP3.","[['CARDINAL', 97, 98], ['ORG', 105, 106]]"
758,S0925443913001385-1638.txt,These were modestly decreased with levels of ~ 60–80% of control (Fig. 4A and B).,"[['PERCENT', 122, 124], ['ORG', 127, 128], ['CARDINAL', 129, 130]]"
759,S0925443913001385-1638.txt,"Correspondingly, 16S and 12S rRNA levels were decreased by 35% and 22% respectively (Fig. 7A).","[['DATE', 136, 137], ['DATE', 138, 139], ['PERCENT', 144, 147], ['PERCENT', 147, 149], ['ORG', 151, 152], ['CARDINAL', 153, 154]]"
760,S0927024813002420-1202.txt,We showed that co-deposition of blended mixtures leads to 60% higher photocurrents than in thickness-optimized PTh/C60 planar heterojunction counterparts [37].,"[['PERCENT', 44, 46], ['ORG', 55, 56], ['CARDINAL', 60, 61]]"
761,S0927024813002420-1202.txt,"Furthermore, by annealing the devices post-situ we improved their power conversion efficiency by as much as 80%, achieving performance comparable to PTh:PCBM equivalents processed in solution from thermo-cleavable precursors [52].","[['PERCENT', 79, 84], ['CARDINAL', 102, 103]]"
762,S016412121300188X-4545.txt,Table 4 shows the statistics for the five largest clusters of acct.,"[['CARDINAL', 7, 8]]"
763,S016412121300188X-4545.txt,"Column 1 gives the cluster number, where 1 is the largest and 5 is the 5th largest cluster measured using the number of vertices.","[['CARDINAL', 14, 15], ['CARDINAL', 21, 22], ['CARDINAL', 26, 27], ['ORDINAL', 29, 30]]"
764,S016412121300188X-4545.txt,"Columns 2 and 3 show the size of the cluster as a percentage of the program's vertices and actual vertex count, as well as the line count.","[['CARDINAL', 40, 41], ['CARDINAL', 42, 43]]"
765,S016412121300188X-4545.txt,Columns 4 and 5 show the number of files and functions where the cluster is found.,"[['CARDINAL', 70, 71], ['CARDINAL', 72, 73]]"
766,S016412121300188X-4545.txt,The cluster sizes range from 11.4% to 2.4%.,"[['PERCENT', 91, 94], ['PERCENT', 94, 96]]"
767,S016412121300188X-4545.txt,These five clusters can be readily identified in the Heat-Map visualization (not shown) of decluvi.,"[['CARDINAL', 98, 99]]"
768,S016412121300188X-4545.txt,The rest of the clusters are very small (less than 2% or 30 vertices) in size and are thus of little interest.,"[['PERCENT', 126, 130], ['CARDINAL', 131, 132]]"
769,S0031405612000728-1621.txt,The aim of the current investigation was to determine whether fungal and bacterial species richness would affect the development of soil structural properties (e.g. aggregate stability and pore size) over a 7-month period and establish whether changes in genetic composition would be brought about by the presence of roots (either mycorrhizal or non-mycorrhizal).,"[['DATE', 33, 36]]"
770,S0031405612000728-1621.txt,"Therefore, microbial communities were allowed to develop during the course of the 7 month experiment either in the presence of mycorrhizal or non-mycorrhizal roots, or in unplanted soil, thereby allowing root associated changes in community development to be measured.","[['DATE', 110, 113]]"
771,S0031405612000728-1621.txt,(2001) and Wertz et al.,"[['DATE', 152, 153], ['ORG', 155, 156]]"
772,S0031405612000728-1621.txt,"(2006), incubated soils for 9 or 4.8 months respectively to allow microbial communities to develop a similar biomass before biodiversity/function relationships were studied.","[['DATE', 160, 161], ['DATE', 166, 170]]"
773,S0167577X13006393-787.txt,This could explain why the HA decomposition occurs before 1200 °C since deficient HA start their decomposition at temperatures lower than pure HA (ratio=1.67),[]
774,S0167577X13006393-787.txt,[19].,"[['CARDINAL', 52, 53]]"
775,S2213671113000738-435.txt,Data are shown as the means ± SD (n = 3 independent experiments).,"[['CARDINAL', 23, 24]]"
776,S2213671113000738-435.txt,"Scale bars: 200 μm in (A)–(H), 50 μm in insets of (C)–(F), 100 μm in (J)–(M) and (Q).","[['CARDINAL', 43, 44], ['CARDINAL', 50, 51], ['CARDINAL', 59, 60]]"
777,S0960148113002048-3527.txt,"(18), (19), (24) and (27) that the armature resistive loss is(30)Pr′=2R3(PgωΛ)2,when ωΛ≠0 and the phase currents are drawn at unity power factor.","[['CARDINAL', 86, 87], ['CARDINAL', 90, 91], ['CARDINAL', 94, 95], ['CARDINAL', 98, 99]]"
778,S2213671113000738-445.txt,Incubation of the cells with IFN-γ for 48 hr increased the MHC-I expression (green).,"[['ORG', 31, 32], ['CARDINAL', 35, 36]]"
779,S0168945213001805-4454.txt,"RuBisCO evolved before the development of photosynthesis, under CO2 conditions that were much higher than current levels [87].","[['CARDINAL', 19, 20]]"
780,S0168945213001805-4454.txt,"Hence, many plants flourish at higher CO2 concentrations [88] and warmer temperatures, so they might be expected to thrive in the future higher CO2 environment that has been predicted with continuing climate change.","[['CARDINAL', 32, 33]]"
781,S0168945213001805-4454.txt,An eight-year study of a deciduous forest confirmed that carbon-enrichment increased net photosynthesis by 42–48% relative to controls [89].,"[['DATE', 61, 64], ['PERCENT', 78, 80], ['CARDINAL', 84, 85]]"
782,S0168945213001805-4454.txt,"Similarly, free-air enrichment by supplementary CO2 in field plots increased biomass yield by 15–27% in three poplar genotypes (P. alba, P. nigra, and Populus × euramericana)","[['PERCENT', 103, 105], ['CARDINAL', 106, 107], ['FAC', 117, 119]]"
783,S0168945213001805-4454.txt,[90].,"[['CARDINAL', 122, 123]]"
784,S0019103513005058-4349.txt,"To semi-quantitatively assess the sensitivity of the deposition fluxes of salts to temperature, we forced the model temperature profile to higher values by increasing the temperature profile by 35% in 5% increments.","[['PERCENT', 31, 33], ['PERCENT', 34, 36]]"
785,S0019103513005058-4349.txt,"Over the range tested, the deposition rate of perchloric acid increases by around six orders of magnitude.","[['CARDINAL', 62, 63]]"
786,S0927775713009606-1074.txt,"The resulting powders presented large mesopore domains with high volumes (pore diameters > 10 nm; Vmeso > 0.5 cm3 g−1) and surface areas (SBET > 170 m2 g−1), interestingly effectively increasing with CdS loading.","[['ORG', 140, 143], ['GPE', 161, 162]]"
787,S0927775713009606-1074.txt,"A complete surface coverage of the starch gel structure occurs at a CdS/starch ratio = 1 (w/w), allowing the synthesis of a unique mesoporous CdS/polysaccharide hybrid.","[['DATE', 199, 200], ['CARDINAL', 204, 205], ['ORG', 218, 219]]"
788,S0006322312001096-1136.txt,"Data were drawn from the Whitehall II study with baseline examination in 1991; follow-up screenings in 1997, 2003, and 2008; and additional disease ascertainment from hospital data and registry linkage on 5318 participants (mean age 54.8 years, 31% women) without depressive symptoms at baseline.","[['DATE', 12, 13], ['DATE', 19, 20], ['DATE', 21, 22], ['DATE', 24, 25], ['DATE', 37, 38], ['DATE', 41, 44], ['PERCENT', 45, 47]]"
789,S1873506113001116-1369.txt,BC1 and TNC1 hiPSCs cultured in spinner flasks for more than 10 passages were tested for their pluripotency by in vitro and in vivo differentiation methods.,"[['PERSON', 2, 4], ['CARDINAL', 9, 12]]"
790,S1873506113001116-1369.txt,"For in vitro assay, by simply replacing the entire E8 medium with differentiation medium of day-2 spinner flask suspension culture, BC1 and TNC1 aggregates transformed into EBs and started spontaneous differentiation under the stimulation of 10% serum (Supplementary Fig.","[['CARDINAL', 37, 38], ['ORG', 51, 52], ['PERCENT', 64, 66], ['PERSON', 68, 70]]"
791,S1873506113001116-1369.txt,"After 8 days in spinner flask followed by 4 days on gelatin-coated tissue culture plates in differentiation medium, cells of all three germ layers could be detected by immunofluorescent staining of specific markers (Fig. 5a).","[['DATE', 75, 77], ['DATE', 82, 84], ['CARDINAL', 98, 99], ['ORG', 111, 112], ['CARDINAL', 113, 114]]"
792,S1873506113001116-1369.txt,"In contrast, undifferentiated hiPSCs on day 0 showed negative staining of all germ markers (data not shown).","[['PERSON', 120, 121], ['DATE', 122, 124]]"
793,S1873506113001116-1369.txt,Differentiating BC1 and TNC1 cells contained 43.57% ± 4.35% (n = 3) and 43.22% ± 7.13% (n = 3),"[['ORG', 206, 207], ['PERCENT', 209, 211], ['PERCENT', 211, 214], ['CARDINAL', 217, 218], ['PERCENT', 220, 222], ['PERCENT', 222, 225], ['CARDINAL', 228, 229]]"
