,document_name,sentence,entities,np
1231,S095741741101342X-2624,"The following significance diagram displays the average rank of the classifiers at an 85% good, 15% bad class split:","[('PERCENT', (13, 15)), ('PERCENT', (17, 19))]","[('The following significance diagram', (0, 4)), ('the average rank', (5, 8)), ('the classifiers', (9, 11)), (', 15% bad class split', (16, 22))]"
1232,S0927024813002420-975,"Polythiophene (PTh) was purchased from Sigma-Aldrich (unknown Mw), poly(3,4-ethylenedioxythiophene)-poly(styrenesulfonate) (PEDOT:PSS, Baytron P dispersion) from H.C. Starck and fullerene (C60, 99.9% pure) from MER Corporation.","[('ORG', (7, 10)), ('ORG', (22, 23)), ('ORG', (24, 26)), ('PERSON', (29, 31)), ('ORG', (34, 35)), ('PERCENT', (36, 38)), ('ORG', (41, 43))]","[('Polythiophene', (0, 1)), ('(PTh', (1, 3)), ('Sigma-Aldrich', (7, 10)), ('unknown Mw', (11, 13)), ('PSS', (22, 23)), ('Baytron P dispersion', (24, 27)), ('H.C. Starck', (29, 31)), ('MER Corporation', (41, 43))]"
1233,S0927024813002420-975,All the materials were used as received.,[],"[('All the materials', (44, 47))]"
1234,S0927024813002420-975,"PTh and C60 were deposited by vacuum thermal evaporation from separate tungsten boats (Leybold Optics) which were heated by a Xantrex XHR 7.5–80 DC Power Supply and TDK-Lambda Genesys 8–300 DC Power Supply, respectively.","[('ORG', (54, 55)), ('PERSON', (66, 68)), ('GPE', (77, 78)), ('ORG', (81, 82)), ('PERSON', (84, 85)), ('ORG', (86, 89))]","[('PTh', (52, 53)), ('C60', (54, 55)), ('vacuum thermal evaporation', (58, 61)), ('separate tungsten boats', (62, 65)), ('Leybold Optics', (66, 68)), ('a Xantrex XHR 7.5–80 DC Power Supply', (73, 80)), ('TDK-Lambda Genesys', (81, 85)), ('DC Power Supply', (86, 89))]"
1235,S0927024813002420-975,The evaporation was conducted in high vacuum ∼1×10−5 Torr at a temperature of 300±15 °C.,"[('DATE', (105, 106))]","[('The evaporation', (92, 94)), ('high vacuum ∼1×10−5 Torr', (97, 101)), ('a temperature', (102, 104)), ('300±15 °C', (105, 108))]"
1236,S0927024813002420-975,The individual rate of PTh and C60 deposition was ∼0.5–5 Å/s depending on the BHJ composition.,"[('ORG', (115, 116)), ('GPE', (118, 120)), ('ORG', (125, 126))]","[('The individual rate', (109, 112)), ('PTh', (113, 114)), ('C60 deposition', (115, 117)), ('the BHJ composition', (124, 127))]"
1237,S0927024813002420-975,"The average overall rate was approximately ∼1.5–3 Å/s. Due to the insolubility of PTh, no accurate direct measurement of the molecular weight could be made (nor was this value indicated by the manufacturer), however a combination of different techniques in our previous work [37] suggested that the evaporated PTh is near its effective conjugation length (20–25 monomer units, Eg≈2.0 eV), which corresponds to Mw~1500–2000 g mol−1.","[('ORG', (134, 136)), ('CARDINAL', (178, 179)), ('CARDINAL', (192, 193))]","[('The average overall rate', (128, 132)), ('∼1.5–3 Å/s.', (134, 138)), ('the insolubility', (140, 142)), ('PTh', (143, 144)), ('no accurate direct measurement', (145, 149)), ('the molecular weight', (150, 153)), ('this value', (159, 161)), ('the manufacturer', (163, 165)), ('however a combination', (167, 170)), ('different techniques', (171, 173)), ('our previous work', (174, 177)), ('the evaporated PTh', (182, 185)), ('its effective conjugation length', (187, 191)), ('20–25 monomer units', (192, 195)), ('eV', (197, 198)), ('Mw~1500–2000 g mol−1', (203, 206))]"
1238,S1387700313001822-661,"To deliberate the chirality of the supramolecular architecture, solid state circular dichroism spectra were measured in a KCl matrix for GMP ligand and the single-crystals of complex 1 (Fig. 3(b)).","[('ORG', (21, 22)), ('ORG', (32, 33)), ('CARDINAL', (34, 35))]","[('the chirality', (2, 4)), ('the supramolecular architecture', (5, 8)), ('solid state circular dichroism spectra', (9, 14)), ('a KCl matrix', (17, 20)), ('GMP ligand', (21, 23)), ('the single-crystals', (24, 28)), ('complex 1 (Fig', (29, 33))]"
1239,S1387700313001822-661,There is a red-shift in the solid state CD spectrum of GMP compared with its liquid CD spectrum.,"[('ORG', (51, 52))]","[('a red-shift', (40, 44)), ('the solid state CD spectrum', (45, 50)), ('GMP', (51, 52)), ('its liquid CD spectrum', (54, 58))]"
1240,S1387700313001822-661,The negative band about the conformation of the sugar moiety has nearly disappeared.,[],"[('The negative band', (59, 62)), ('the conformation', (63, 65)), ('the sugar moiety', (66, 69))]"
1241,S1387700313001822-661,"In solid-state, mutarotation is more difficult and the negative band at the 260 nm nearby can be detected which indicates that the GMP ligand is mainly β-anomers.","[('CARDINAL', (88, 89)), ('ORG', (98, 99))]","[('solid-state', (74, 77)), ('mutarotation', (78, 79)), ('the negative band', (83, 86)), ('the GMP ligand', (97, 100)), ('β-anomers', (102, 105))]"
1242,S1387700313001822-661,"In the spectrum of complex 1, the weak negative band at 215–225 nm indicates that the GMP exists as l-ribo [5], which is induced by the strong π–π and hydrogen bonding interaction.","[('CARDINAL', (111, 112)), ('CARDINAL', (118, 119))]","[('the spectrum', (107, 109)), ('the weak negative band', (113, 117)), ('the GMP', (122, 124)), ('the strong π', (137, 140)), ('π', (141, 142)), ('hydrogen bonding interaction', (143, 146))]"
1243,S1387700313001822-661,"For solid samples, CD spectroscopy is highly sensitive to even a very small distortion from planarity of the aromatic chromophore [12].","[('CARDINAL', (169, 170))]","[('solid samples', (148, 150)), ('CD spectroscopy', (151, 153)), ('even a very small distortion', (157, 162)), ('planarity', (163, 164)), ('the aromatic chromophore', (165, 168))]"
1244,S1387700313001822-661,"The strong negative CE centered at 297 nm (θ ≈ − 10 mdeg) is due to the excitation coupling of π → π* transitions of the aromatic chromophores, including the intra- and intermolecular coupling of the guanine chromophores [13], which is consistent with the single crystal structure.","[('ORG', (175, 176)), ('CARDINAL', (178, 179)), ('CARDINAL', (215, 216))]","[('The strong negative CE', (172, 176)), ('297 nm', (178, 180)), ('the excitation coupling', (190, 193)), ('→ π* transitions', (195, 199)), ('the aromatic chromophores', (200, 203)), ('the intra- and intermolecular coupling', (205, 210)), ('the guanine chromophores', (211, 214)), ('the single crystal structure', (222, 226))]"
1245,S0927024813001955-679,"A thin ZnO (<200 nm) film grown by Atmospheric Atomic Layer Deposition (AALD) in a matter of minutes was studied as a hole-blocking layer in poly(3-hexylthiophene-2,5-diyl):[6,6]-phenyl-C61-buyric acid methyl ester (P3HT:PCBM) based inverted solar cells.","[('CARDINAL', (5, 6)), ('PERSON', (11, 15)), ('TIME', (22, 23)), ('PERSON', (45, 46))]","[('A thin ZnO', (0, 3)), ('200 nm) film', (5, 9)), ('Atmospheric Atomic Layer Deposition', (11, 15)), ('(AALD', (15, 17)), ('a matter', (19, 21)), ('minutes', (22, 23)), ('a hole-blocking layer', (26, 31)), ('diyl):[6,6]-phenyl', (36, 37)), ('P3HT:PCBM', (45, 48)), ('inverted solar cells', (50, 53))]"
1246,S0927024813001955-679,"These AALD ZnO layers were compact, had a high electron mobility of 3.4+0.1 cm2/Vs, had up to 100% transmittance to visible light, and a good wettability for the blend.","[('CARDINAL', (67, 68)), ('PERCENT', (75, 77))]","[('These AALD ZnO layers', (54, 58)), ('a high electron mobility', (62, 66)), ('3.4+0.1 cm2/Vs', (67, 73)), ('up to 100% transmittance', (75, 80)), ('visible light', (81, 83)), ('a good wettability', (85, 88)), ('the blend', (89, 91))]"
1247,S0927024813001955-679,"Despite the very rapid, open atmosphere growth method, the cell performance was comparable with some of the best inverted bulk heterojunction P3HT:","[('PERSON', (115, 116))]","[('the very rapid, open atmosphere growth method', (93, 101)), ('the cell performance', (102, 105)), ('the best inverted bulk heterojunction', (110, 115))]"
1248,S0927024813001955-679,PCBM cells in the literature.,[],"[('PCBM cells', (117, 119)), ('the literature', (120, 122))]"
1249,S0927024813001955-679,The performance was also maintained after 200 days of storage in air in the dark.,"[('DATE', (129, 131))]","[('The performance', (123, 125)), ('200 days', (129, 131)), ('storage', (132, 133)), ('air', (134, 135)), ('the dark', (136, 138))]"
1250,S2213671113000738-738,"Another important finding is that, in spite of the immune responses mounted by the host brain, a substantial number of TH+ cells survived in the allografts.",[],"[('Another important finding', (0, 3)), ('spite', (7, 8)), ('the immune responses', (9, 12)), ('the host brain', (14, 17)), ('a substantial number', (18, 21)), ('TH+ cells', (22, 24)), ('the allografts', (26, 28))]"
1251,S2213671113000738-738,This is consistent with previous clinical reports of human fetal cell transplantation.,[],"[('previous clinical reports', (33, 36)), ('human fetal cell transplantation', (37, 41))]"
1252,S2213671113000738-738,"Postmortem analyses of the patients revealed robust survival of DA neurons in spite of the fact that numerous immune cells were present around the graft (Kordower et al., 1997).","[('DATE', (73, 74))]","[('Postmortem analyses', (42, 44)), ('the patients', (45, 47)), ('robust survival', (48, 50)), ('DA neurons', (51, 53)), ('spite', (54, 55)), ('the fact', (56, 58)), ('numerous immune cells', (59, 62)), ('the graft', (65, 67)), ('Kordower et al', (68, 71))]"
1253,S2213671113000738-738,"In two double-blind clinical trials, immunosuppressive drugs were never used (Freed et al., 2001) or were withdrawn after 6 months (Olanow et al., 2003).","[('CARDINAL', (77, 78)), ('DATE', (95, 96)), ('DATE', (101, 103)), ('DATE', (109, 110))]","[('two double-blind clinical trials', (77, 83)), ('immunosuppressive drugs', (84, 86)), ('et al', (91, 93)), ('6 months', (101, 103))]"
1254,S2213671113000738-738,"In these cases, the cells from multiple fetuses were used without HLA matching, but more than 50,000 TH+ cells had survived after several years.","[('CARDINAL', (128, 131)), ('DATE', (136, 138))]","[('these cases', (113, 115)), ('the cells', (116, 118)), ('multiple fetuses', (119, 121)), ('HLA matching', (124, 126)), ('more than 50,000 TH+ cells', (128, 133)), ('several years', (136, 138))]"
1255,S2213671113000738-738,"Our quantitative PCR (qPCR) study in vitro showed that the expression of MHC-I increased in response to IFN-γ, but the expression level was still 1/10 that of untreated monkey peripheral blood cells (Figure 2B).","[('PERSON', (141, 142)), ('ORG', (160, 161)), ('CARDINAL', (170, 171)), ('CARDINAL', (180, 181))]","[('Our quantitative PCR (qPCR) study', (139, 146)), ('the expression', (150, 152)), ('MHC', (153, 154)), ('I', (155, 156)), ('response', (158, 159)), ('IFN-γ', (160, 163)), ('the expression level', (165, 168)), ('untreated monkey peripheral blood cells', (173, 178)), ('(Figure 2B', (178, 181))]"
1256,S2213671113000738-738,"The in vivo studies revealed that the serum level of IFN-γ increased at 2 months, and CD45+ cells (including CD8+ cells) accumulated in the allografts 3.5–4 months after the transplant.","[('ORG', (193, 194)), ('DATE', (198, 200)), ('PRODUCT', (202, 203)), ('PRODUCT', (207, 209)), ('DATE', (216, 217))]","[('The in vivo studies', (183, 187)), ('the serum level', (189, 192)), ('IFN-γ', (193, 196)), ('2 months', (198, 200)), ('CD8+ cells', (207, 210)), ('the allografts', (213, 215)), ('the transplant', (218, 220))]"
1257,S2213671113000738-738,"On the other hand, the levels of INF-γ in the cerebrospinal fluid (CSF) and the levels of tumor necrosis factor α (TNF-α) in both the serum and CSF were below the limit of detection by ELISA (data not shown).","[('ORG', (237, 238)), ('ORG', (257, 258)), ('ORG', (265, 266))]","[('the other hand', (222, 225)), ('the levels', (226, 228)), ('INF-γ', (229, 232)), ('the cerebrospinal fluid', (233, 236)), ('(CSF', (236, 238)), ('the levels', (240, 242)), ('tumor necrosis factor', (243, 246)), ('both the serum', (253, 256)), ('CSF', (257, 258)), ('the limit', (260, 262)), ('detection', (263, 264)), ('ELISA', (265, 266)), ('data', (267, 268))]"
1258,S2213671113000738-738,An immunofluorescence study did not reveal any apparent expression of MHC-I by the grafted cells (Figure S4A).,[],"[('An immunofluorescence study', (272, 275)), ('any apparent expression', (278, 281)), ('MHC-I', (282, 285)), ('the grafted cells', (286, 289)), ('Figure S4A', (290, 292))]"
1259,S2213671113000738-738,"Therefore, it is possible that the immune response in the primate brain was not strong enough to reject all of the donor cells.",[],"[('it', (296, 297)), ('the immune response', (300, 303)), ('the primate brain', (304, 307)), ('the donor cells', (315, 318))]"
1260,S2213671113000738-738,"These findings closely correlate with the results of previous murine experiments (Hudson et al., 1994; Shinoda et al., 1995).","[('PERSON', (331, 332)), ('DATE', (336, 337)), ('ORG', (338, 339)), ('DATE', (343, 344))]","[('These findings', (319, 321)), ('the results', (324, 326)), ('previous murine experiments', (327, 330)), ('Hudson', (331, 332)), ('et al', (332, 334))]"
1261,S2213671113000738-738,"To apply our findings to a more clinically relevant setting, we investigated the expression of HLA-I during neural differentiation of human ESCs (hESCs) and iPSCs by qPCR (Figure S4D).",[],"[('our findings', (348, 350)), ('a more clinically relevant setting', (351, 356)), ('we', (357, 358)), ('the expression', (359, 361)), ('HLA', (362, 363)), ('I', (364, 365)), ('neural differentiation', (366, 368)), ('human ESCs', (369, 371)), ('iPSCs', (375, 376)), ('qPCR', (377, 378))]"
1262,S2213671113000738-738,"The expression level was 1/100 compared with that of human peripheral blood cells in both hESCs and iPSCs, and it was similarly elevated in response to IFN-γ.","[('CARDINAL', (387, 388)), ('ORG', (410, 411))]","[('The expression level', (383, 386)), ('human peripheral blood cells', (392, 396)), ('iPSCs', (400, 401)), ('it', (403, 404)), ('response', (408, 409)), ('IFN-γ', (410, 413))]"
