,docId,annotSet,annotType,startOffset,endOffset,annotId,text,other
4,S0921818113002245-882,3,Quantity,694,706,T1-3,above 10.5 m,"{""mods"": [""IsRange""], ""unit"": ""m""}"
5,S0921818113002245-882,3,MeasuredProperty,707,712,T4-3,depth,"{""HasQuantity"": ""T1-3""}"
6,S0921818113002245-882,3,MeasuredEntity,684,693,T2-3,sediments,"{""HasProperty"": ""T4-3""}"
0,S0006322312001096-1253,1,Quantity,320,328,T11-1,65 years,"{""unit"": ""years""}"
1,S0006322312001096-1253,1,MeasuredProperty,302,316,T2-1,before the age,"{""HasQuantity"": ""T11-1""}"
2,S0006322312001096-1253,1,MeasuredEntity,263,301,T1-1,increased onset of depressive symptoms,"{""HasProperty"": ""T2-1""}"
0,S0032063312003054-1990,1,Quantity,122,128,T1-1,12 min,"{""unit"": ""min""}"
1,S0032063312003054-1990,1,MeasuredProperty,82,95,T3-1,time interval,"{""HasQuantity"": ""T1-1""}"
2,S0032063312003054-1990,1,MeasuredEntity,103,118,T4-1,ELS spectrogram,"{""HasProperty"": ""T3-1""}"
3,S0032063312003054-1990,2,Quantity,178,183,T1-2,2-min,"{""unit"": ""min""}"
4,S0032063312003054-1990,2,MeasuredProperty,171,175,T4-2,over,"{""HasQuantity"": ""T1-2""}"
5,S0032063312003054-1990,2,MeasuredEntity,142,170,T3-2,clear “inverted-V” structure,"{""HasProperty"": ""T4-2""}"
6,S0032063312003054-1990,2,Qualifier,184,225,T5-2,interval at the centre of the spectrogram,"{""Qualifies"": ""T1-2""}"
7,S0032063312003054-1990,3,Quantity,332,352,T1-3,approximately 60 eV.,"{""mods"": [""IsApproximate""], ""unit"": ""eV""}"
8,S0032063312003054-1990,3,MeasuredProperty,300,306,T3-3,energy,"{""HasQuantity"": ""T1-3""}"
9,S0032063312003054-1990,3,MeasuredEntity,314,318,T4-3,peak,"{""HasProperty"": ""T3-3""}"
0,S0927024813001955-679,1,Quantity,12,19,T1-1,<200 nm,"{""mods"": [""IsRange""], ""unit"": ""nm""}"
1,S0927024813001955-679,1,MeasuredProperty,2,6,T4-1,thin,"{""HasQuantity"": ""T1-1""}"
2,S0927024813001955-679,1,MeasuredEntity,21,25,T2-1,film,"{""HasProperty"": ""T4-1""}"
3,S0927024813001955-679,1,Qualifier,7,10,T3-1,ZnO,"{""Qualifies"": ""T2-1""}"
4,S0927024813001955-679,2,Quantity,323,337,T1-2,3.4+0.1 cm2/Vs,"{""mods"": [""IsRange""], ""unit"": ""cm2/Vs""}"
5,S0927024813001955-679,2,MeasuredProperty,302,319,T3-2,electron mobility,"{""HasQuantity"": ""T1-2""}"
6,S0927024813001955-679,2,MeasuredEntity,261,276,T2-2,AALD ZnO layers,"{""HasProperty"": ""T3-2""}"
7,S0927024813001955-679,3,Quantity,343,353,T1-3,up to 100%,"{""mods"": [""IsRange""], ""unit"": ""%""}"
8,S0927024813001955-679,3,MeasuredProperty,354,384,T3-3,transmittance to visible light,"{""HasQuantity"": ""T1-3""}"
9,S0927024813001955-679,3,MeasuredEntity,261,276,T4-3,AALD ZnO layers,"{""HasProperty"": ""T3-3""}"
10,S0927024813001955-679,4,Quantity,637,651,T1-4,after 200 days,"{""mods"": [""IsRange""], ""unit"": ""days""}"
11,S0927024813001955-679,4,MeasuredProperty,626,636,T4-4,maintained,"{""HasQuantity"": ""T1-4""}"
12,S0927024813001955-679,4,MeasuredEntity,605,616,T2-4,performance,"{""HasProperty"": ""T4-4""}"
0,S0006322312001096-1230,1,Quantity,324,330,T211-1,5-year,"{""unit"": ""year""}"
1,S0006322312001096-1230,1,MeasuredEntity,331,342,T221-1,data cycles,"{""HasQuantity"": ""T211-1""}"
2,S0006322312001096-1230,2,Quantity,344,349,T32-2,12.1%,"{""unit"": ""%""}"
3,S0006322312001096-1230,2,MeasuredProperty,387,410,T92-2,developed such symptoms,"{""HasQuantity"": ""T32-2""}"
4,S0006322312001096-1230,2,MeasuredEntity,353,386,T82-2,participants without GHQ symptoms,"{""HasProperty"": ""T92-2""}"
5,S0006322312001096-1230,3,Quantity,412,416,T13-3,4.6%,"{""unit"": ""%""}"
6,S0006322312001096-1230,3,MeasuredProperty,460,490,T113-3,had such symptoms at follow-up,"{""HasQuantity"": ""T13-3""}"
7,S0006322312001096-1230,3,MeasuredEntity,420,459,T103-3,those without CES-D depressive symptoms,"{""HasProperty"": ""T113-3""}"
8,S0006322312001096-1230,4,Quantity,496,500,T24-4,2.1%,"{""unit"": ""%""}"
9,S0006322312001096-1230,4,MeasuredProperty,542,565,T134-4,started such medication,"{""HasQuantity"": ""T24-4""}"
10,S0006322312001096-1230,4,MeasuredEntity,504,541,T124-4,those not on antidepressant treatment,"{""HasProperty"": ""T134-4""}"
11,S0006322312001096-1230,5,Quantity,597,601,T55-5,5.4%,"{""unit"": ""%""}"
12,S0006322312001096-1230,5,MeasuredProperty,602,632,T155-5,used antidepressant medication,"{""HasQuantity"": ""T55-5""}"
13,S0006322312001096-1230,5,MeasuredEntity,574,595,T145-5,cases of GHQ symptoms,"{""HasProperty"": ""T155-5""}"
14,S0006322312001096-1230,6,Quantity,669,673,T46-6,9.2%,"{""unit"": ""%""}"
15,S0006322312001096-1230,6,MeasuredProperty,602,632,T156-6,used antidepressant medication,"{""HasQuantity"": ""T46-6""}"
16,S0006322312001096-1230,6,MeasuredEntity,678,714,T166-6,those with CES-D depressive symptoms,"{""HasProperty"": ""T156-6""}"
17,S0006322312001096-1230,7,Quantity,751,756,T67-7,47.4%,"{""unit"": ""%""}"
18,S0006322312001096-1230,7,MeasuredProperty,757,791,T187-7,also had CES-D depressive symptoms,"{""HasQuantity"": ""T67-7""}"
19,S0006322312001096-1230,7,MeasuredEntity,719,750,T177-7,"participants with GHQ symptoms,","{""HasProperty"": ""T187-7""}"
20,S0006322312001096-1230,8,Quantity,828,831,T1-8,.64,
21,S0006322312001096-1230,8,MeasuredProperty,824,825,T2-8,r,"{""HasQuantity"": ""T1-8""}"
22,S0006322312001096-1230,8,MeasuredEntity,793,823,T3-8,Pearson correlation at phase 7,"{""HasProperty"": ""T2-8""}"
23,S0006322312001096-1230,9,Quantity,835,841,T1-9,< .001,"{""mods"": [""IsRange""]}"
24,S0006322312001096-1230,9,MeasuredProperty,833,834,T2-9,p,"{""HasQuantity"": ""T1-9""}"
25,S0006322312001096-1230,9,MeasuredEntity,793,823,T3-9,Pearson correlation at phase 7,"{""HasProperty"": ""T2-9""}"
26,S0006322312001096-1230,10,Quantity,907,912,T78-10,59.9%,"{""unit"": ""%""}"
27,S0006322312001096-1230,10,MeasuredProperty,913,934,T208-10,also had GHQ symptoms,"{""HasQuantity"": ""T78-10""}"
28,S0006322312001096-1230,10,MeasuredEntity,862,905,T198-10,participants with CES-D depressive symptoms,"{""HasProperty"": ""T208-10""}"
0,S2213671113000908-640,1,Quantity,99,106,T1-1,25 days,"{""unit"": ""days""}"
1,S2213671113000908-640,1,MeasuredProperty,80,94,T2-1,differentiated,"{""HasQuantity"": ""T1-1""}"
2,S2213671113000908-640,1,MeasuredEntity,74,79,T3-1,cells,"{""HasProperty"": ""T2-1""}"
0,S1873506114000075-1242,1,Quantity,943,966,T1-1,approximately 78 ± 0.6%,"{""mods"": [""IsApproximate"", ""HasTolerance""], ""unit"": ""%""}"
1,S1873506114000075-1242,1,MeasuredProperty,981,1001,T3-1,Sox17-positive on D5,"{""HasQuantity"": ""T1-1""}"
2,S1873506114000075-1242,1,MeasuredEntity,970,975,T2-1,cells,"{""HasProperty"": ""T3-1""}"
3,S1873506114000075-1242,2,Quantity,1006,1029,T1-2,approximately 88 ± 1.1%,"{""mods"": [""IsApproximate"", ""HasTolerance""], ""unit"": ""%""}"
4,S1873506114000075-1242,2,MeasuredProperty,1044,1063,T3-2,AFP-positive on D13,"{""HasQuantity"": ""T1-2""}"
5,S1873506114000075-1242,2,MeasuredEntity,1033,1038,T2-2,cells,"{""HasProperty"": ""T3-2""}"
6,S1873506114000075-1242,3,Quantity,1068,1091,T1-3,approximately 29 ± 0.9%,"{""mods"": [""IsApproximate"", ""HasTolerance""], ""unit"": ""%""}"
7,S1873506114000075-1242,3,MeasuredProperty,1106,1125,T3-3,ALB-positive on D20,"{""HasQuantity"": ""T1-3""}"
8,S1873506114000075-1242,3,MeasuredEntity,1095,1100,T2-3,cells,"{""HasProperty"": ""T3-3""}"
9,S1873506114000075-1242,4,Quantity,1220,1242,T1-4,approximately 20 μg/ml,"{""mods"": [""IsApproximate""], ""unit"": ""μg/ml""}"
10,S1873506114000075-1242,4,MeasuredEntity,1141,1154,T2-4,ALB secretion,"{""HasQuantity"": ""T1-4""}"
0,S175058361300203X-1280,1,Quantity,657,662,T1-1,40 Hz,"{""unit"": ""Hz""}"
1,S175058361300203X-1280,1,MeasuredEntity,635,653,T2-1,dominant frequency,"{""HasQuantity"": ""T1-1""}"
0,S0960148113005727-1494,1,Quantity,42,81,T1-1,−0.43 ± 0.05 percentage points per year,"{""mods"": [""IsMeanHasTolerance""], ""unit"": ""percentage points per year""}"
1,S0960148113005727-1494,1,MeasuredEntity,30,38,T4-1,measures,"{""HasQuantity"": ""T1-1""}"
2,S0960148113005727-1494,1,Qualifier,13,20,T3-1,average,"{""Qualifies"": ""T1-1""}"
3,S0960148113005727-1494,2,Quantity,90,101,T1-2,−1.6 ± 0.2%,"{""mods"": [""HasTolerance""], ""unit"": ""%""}"
4,S0960148113005727-1494,2,MeasuredEntity,102,120,T2-2,annual degradation,"{""HasQuantity"": ""T1-2""}"
0,S0167577X13006393-399,1,Quantity,187,201,T1-1,1065–1280 cm−1,"{""mods"": [""IsRange""], ""unit"": ""cm−1""}"
1,S0167577X13006393-399,1,MeasuredProperty,148,172,T4-1,C3O characteristic bands,"{""HasQuantity"": ""T1-1""}"
2,S0167577X13006393-399,1,MeasuredEntity,119,137,T3-1,pure PLGA spectrum,"{""HasProperty"": ""T4-1""}"
3,S0167577X13006393-399,2,Quantity,305,319,T1-2,about 964 cm−1,"{""mods"": [""IsApproximate""], ""unit"": ""cm−1""}"
4,S0167577X13006393-399,2,MeasuredProperty,284,301,T3-2,ν1 vibration mode,"{""HasQuantity"": ""T1-2""}"
5,S0167577X13006393-399,2,MeasuredEntity,207,232,T2-2,spectrum of HA nanopowder,"{""HasProperty"": ""T3-2""}"
6,S0167577X13006393-399,3,Quantity,342,351,T1-3,1031 cm−1,"{""unit"": ""cm−1""}"
7,S0167577X13006393-399,3,MeasuredProperty,321,338,T3-3,ν3 vibration mode,"{""HasQuantity"": ""T1-3""}"
8,S0167577X13006393-399,3,MeasuredEntity,207,232,T2-3,spectrum of HA nanopowder,"{""HasProperty"": ""T3-3""}"
9,S0167577X13006393-399,4,Quantity,356,365,T1-4,1091 cm−1,"{""unit"": ""cm−1""}"
10,S0167577X13006393-399,4,MeasuredProperty,321,338,T3-4,ν3 vibration mode,"{""HasQuantity"": ""T1-4""}"
11,S0167577X13006393-399,4,MeasuredEntity,207,232,T2-4,spectrum of HA nanopowder,"{""HasProperty"": ""T3-4""}"
12,S0167577X13006393-399,4,Qualifier,367,377,T5-4,asymmetric,"{""Qualifies"": ""T3-4""}"
13,S0167577X13006393-399,5,Quantity,427,430,T1-5,50%,
14,S0167577X13006393-399,5,MeasuredEntity,419,426,T2-5,PLGA–HA,"{""HasQuantity"": ""T1-5""}"
0,S0019103511004994-996,1,Quantity,289,292,T1-1,0.1,
1,S0019103511004994-996,1,MeasuredEntity,275,286,T2-1,parameter a,"{""HasQuantity"": ""T1-1""}"
2,S0019103511004994-996,2,Quantity,328,331,T1-2,10%,"{""unit"": ""%""}"
3,S0019103511004994-996,2,MeasuredProperty,300,324,T4-2,assumed surface velocity,"{""HasQuantity"": ""T1-2""}"
4,S0019103511004994-996,2,MeasuredEntity,348,365,T3-2,upstream velocity,"{""HasProperty"": ""T4-2""}"
0,S0019103513005058-4098,1,Quantity,418,437,T1-1,from 211 K to 284 K,"{""mods"": [""IsRange""], ""unit"": ""K""}"
1,S0019103513005058-4098,1,MeasuredProperty,408,417,T4-1,increased,"{""HasQuantity"": ""T1-1""}"
2,S0019103513005058-4098,1,MeasuredEntity,385,404,T3-1,surface temperature,"{""HasProperty"": ""T4-1""}"
3,S0019103513005058-4098,2,Quantity,465,469,T1-2,∼35%,"{""mods"": [""IsApproximate""], ""unit"": ""%""}"
4,S0019103513005058-4098,2,MeasuredProperty,453,461,T4-2,increase,"{""HasQuantity"": ""T1-2""}"
5,S0019103513005058-4098,2,MeasuredEntity,441,452,T3-2,temperature,"{""HasProperty"": ""T4-2""}"
0,S0038071711004354-2573,1,Quantity,166,174,T1-1,20–30 cm,"{""mods"": [""IsRange""], ""unit"": ""cm""}"
1,S0038071711004354-2573,1,MeasuredEntity,182,194,T3-1,soil profile,"{""HasQuantity"": ""T1-1""}"
2,S0038071711004354-2573,1,Qualifier,162,165,T2-1,top,"{""Qualifies"": ""T1-1""}"
3,S0038071711004354-2573,2,Quantity,406,409,T1-2,six,"{""mods"": [""IsCount""]}"
4,S0038071711004354-2573,2,MeasuredEntity,410,445,T2-2,Mediterranean forest sites in Italy,"{""HasQuantity"": ""T1-2""}"
5,S0038071711004354-2573,3,Quantity,559,564,T1-3,20 cm,"{""unit"": ""cm""}"
6,S0038071711004354-2573,3,MeasuredEntity,568,580,T4-3,soil profile,"{""HasQuantity"": ""T1-3""}"
7,S0038071711004354-2573,3,Qualifier,555,558,T3-3,top,"{""Qualifies"": ""T1-3""}"
0,S0032386113005454-2865,1,Quantity,3,19,T1-1,room temperature,
1,S0032386113005454-2865,1,MeasuredEntity,50,82,T2-1,S-CSR particle-modified polymers,"{""HasQuantity"": ""T1-1""}"
2,S0032386113005454-2865,2,Quantity,278,295,T1-2,10 wt% and 20 wt%,"{""unit"": ""%""}"
3,S0032386113005454-2865,2,MeasuredEntity,296,325,T2-2,S-CSR-modified epoxy polymers,"{""HasQuantity"": ""T1-2""}"
4,S0032386113005454-2865,3,Quantity,649,657,T1-3,0.296 μm,"{""mods"": [""IsMean""], ""unit"": ""μm""}"
5,S0032386113005454-2865,3,MeasuredProperty,598,611,T2-3,mean diameter,"{""HasQuantity"": ""T1-3""}"
6,S0032386113005454-2865,3,MeasuredEntity,621,629,T5-3,cavities,"{""HasProperty"": ""T2-3""}"
7,S0032386113005454-2865,4,Quantity,774,781,T1-4,0.18 μm,"{""mods"": [""IsMean""], ""unit"": ""μm""}"
8,S0032386113005454-2865,4,MeasuredProperty,697,710,T2-4,mean diameter,"{""HasQuantity"": ""T1-4""}"
9,S0032386113005454-2865,4,MeasuredEntity,718,733,T4-4,S-CSR particles,"{""HasProperty"": ""T2-4""}"
10,S0032386113005454-2865,5,Quantity,1662,1678,T1-5,room temperature,
11,S0032386113005454-2865,5,MeasuredEntity,1644,1651,T2-5,samples,"{""HasQuantity"": ""T1-5""}"
12,S0032386113005454-2865,6,Quantity,1755,1762,T1-6,−109 °C,"{""unit"": ""°C""}"
13,S0032386113005454-2865,6,MeasuredProperty,1736,1745,T4-6,cavitated,"{""HasQuantity"": ""T1-6""}"
14,S0032386113005454-2865,6,MeasuredEntity,1720,1735,T3-6,S-CSR particles,"{""HasProperty"": ""T4-6""}"
0,S0921818113002245-1752,1,Quantity,249,267,T1-1,approximately 1 mm,"{""mods"": [""IsApproximate""], ""unit"": ""mm""}"
1,S0921818113002245-1752,1,MeasuredProperty,268,273,T4-1,thick,"{""HasQuantity"": ""T1-1""}"
2,S0921818113002245-1752,1,MeasuredEntity,213,247,T3-1,distinct layer of clastic sediment,"{""HasProperty"": ""T4-1""}"
3,S0921818113002245-1752,2,Quantity,321,328,T1-2,5.16 m.,"{""unit"": ""m""}"
4,S0921818113002245-1752,2,MeasuredProperty,312,317,T2-2,depth,"{""HasQuantity"": ""T1-2""}"
5,S0921818113002245-1752,2,MeasuredEntity,213,247,T5-2,distinct layer of clastic sediment,"{""HasProperty"": ""T2-2""}"
6,S0921818113002245-1752,2,Qualifier,280,308,T4-2,high magnetic susceptibility,"{""Qualifies"": ""T5-2""}"
0,S2213158213000582-1327,1,Quantity,636,638,T1-1,96,"{""mods"": [""IsCount""]}"
1,S2213158213000582-1327,1,MeasuredEntity,639,667,T2-1,cortical gray-matter regions,"{""HasQuantity"": ""T1-1""}"
2,S2213158213000582-1327,2,Quantity,669,671,T1-2,48,"{""mods"": [""IsCount""]}"
3,S2213158213000582-1327,2,MeasuredEntity,672,679,T3-2,regions,"{""HasQuantity"": ""T1-2""}"
4,S2213158213000582-1327,2,Qualifier,680,698,T2-2,in each hemisphere,"{""Qualifies"": ""T3-2""}"
5,S2213158213000582-1327,3,Quantity,701,703,T1-3,21,"{""mods"": [""IsCount""]}"
6,S2213158213000582-1327,3,MeasuredEntity,704,724,T2-3,sub-cortical regions,"{""HasQuantity"": ""T1-3""}"
7,S2213158213000582-1327,4,Quantity,831,844,T1-4,5 mm per side,"{""unit"": ""mm per side""}"
8,S2213158213000582-1327,4,MeasuredProperty,821,827,T4-4,voxels,"{""HasQuantity"": ""T1-4""}"
9,S2213158213000582-1327,4,MeasuredEntity,798,815,T3-4,cubic source grid,"{""HasProperty"": ""T4-4""}"
0,S0012821X12004384-1221,1,Quantity,662,685,T11-1,between 200 and >1000 m,"{""mods"": [""IsRange""], ""unit"": ""m""}"
1,S0012821X12004384-1221,1,MeasuredProperty,692,697,T31-1,depth,"{""HasQuantity"": ""T11-1""}"
2,S0012821X12004384-1221,1,MeasuredEntity,686,691,T21-1,water,"{""HasProperty"": ""T31-1""}"
3,S0012821X12004384-1221,2,Quantity,1069,1076,T42-2,>0.5 km,"{""mods"": [""IsRange""], ""unit"": ""km""}"
4,S0012821X12004384-1221,2,MeasuredProperty,1054,1065,T62-2,paleodepths,"{""HasQuantity"": ""T42-2""}"
5,S0012821X12004384-1221,2,MeasuredEntity,995,1034,T52-2,central parts of the northern North Sea,"{""HasProperty"": ""T62-2""}"
0,S0378383911001669-1088,1,Quantity,78,85,T1-1,0.072 m,"{""unit"": ""m""}"
1,S0378383911001669-1088,1,MeasuredProperty,74,75,T3-1,x,"{""HasQuantity"": ""T1-1""}"
2,S0378383911001669-1088,1,MeasuredEntity,0,70,T2-1,Depth time-series and depth-averaged bed-parallel velocity time-series,"{""HasProperty"": ""T3-1""}"
3,S0378383911001669-1088,2,Quantity,94,100,T1-2,1.3 mm,"{""unit"": ""mm""}"
4,S0378383911001669-1088,2,MeasuredEntity,101,117,T2-2,sand-rough beach,"{""HasQuantity"": ""T1-2""}"
5,S0378383911001669-1088,3,Quantity,132,134,T1-3,50,"{""mods"": [""IsCount""]}"
6,S0378383911001669-1088,3,MeasuredEntity,135,152,T2-3,individual events,"{""HasQuantity"": ""T1-3""}"
0,S2213671113000908-810,1,Quantity,694,697,T1-1,80%,"{""unit"": ""%""}"
1,S2213671113000908-810,1,MeasuredProperty,729,756,T3-1,coexpresses CXCR4 and SOX17,"{""HasQuantity"": ""T1-1""}"
2,S2213671113000908-810,1,MeasuredEntity,705,728,T4-1,resulting DE population,"{""HasProperty"": ""T3-1""}"
3,S2213671113000908-810,1,Qualifier,658,688,T5-1,Flow cytometry analyses showed,"{""Qualifies"": ""T4-1""}"
0,S175058361300203X-1638,1,Quantity,176,179,T1-1,two,"{""mods"": [""IsCount""]}"
1,S175058361300203X-1638,1,MeasuredEntity,180,185,T2-1,cases,"{""HasQuantity"": ""T1-1""}"
2,S175058361300203X-1638,2,Quantity,228,233,T1-2,34 °C,"{""unit"": ""°C""}"
3,S175058361300203X-1638,2,MeasuredEntity,201,210,T3-2,injection,"{""HasQuantity"": ""T1-2""}"
4,S175058361300203X-1638,3,Quantity,251,256,T1-3,38 °C,"{""unit"": ""°C""}"
5,S175058361300203X-1638,3,MeasuredEntity,201,210,T2-3,injection,"{""HasQuantity"": ""T1-3""}"
6,S175058361300203X-1638,4,Quantity,346,349,T1-4,two,"{""mods"": [""IsCount""]}"
7,S175058361300203X-1638,4,MeasuredEntity,350,355,T2-4,cases,"{""HasQuantity"": ""T1-4""}"
8,S175058361300203X-1638,5,Quantity,594,609,T1-5,34 °C and 38 °C,"{""mods"": [""IsList""], ""unit"": ""°C""}"
9,S175058361300203X-1638,5,MeasuredEntity,107,128,T4-5,reservoir temperature,"{""HasQuantity"": ""T1-5""}"
0,S0006322312001096-1275,1,Quantity,39,55,T11-1,range 66% to 88%,"{""mods"": [""IsRange""], ""unit"": ""%""}"
1,S0006322312001096-1275,1,MeasuredProperty,15,23,T21-1,response,"{""HasQuantity"": ""T11-1""}"
2,S0006322312001096-1275,1,MeasuredEntity,31,37,T31-1,survey,"{""HasProperty"": ""T21-1""}"
0,S2213671113001306-1286,1,Quantity,105,112,T1-1,4 weeks,"{""unit"": ""weeks""}"
1,S2213671113001306-1286,1,MeasuredProperty,96,104,T3-1,survived,"{""HasQuantity"": ""T1-1""}"
2,S2213671113001306-1286,1,MeasuredEntity,80,95,T2-1,hRPE monolayers,"{""HasProperty"": ""T3-1""}"
0,S0378112713005288-2036,1,Quantity,665,677,T1-1,within 100 m,"{""mods"": [""IsRange""], ""unit"": ""m""}"
1,S0378112713005288-2036,1,MeasuredProperty,629,657,T4-1,majority of oak regeneration,"{""HasQuantity"": ""T1-1""}"
2,S0378112713005288-2036,1,MeasuredEntity,683,694,T3-1,seed source,"{""HasProperty"": ""T4-1""}"
0,S0031405612000728-769,1,Quantity,56,61,T1-1,seven,"{""mods"": [""IsCount""]}"
1,S0031405612000728-769,1,MeasuredEntity,62,68,T2-1,months,"{""HasQuantity"": ""T1-1""}"
0,S0167819113001051-1550,1,Quantity,79,89,T1-1,roughly 2%,"{""mods"": [""IsApproximate""], ""unit"": ""%""}"
1,S0167819113001051-1550,1,MeasuredProperty,50,78,T4-1,conventional unit deadlocked,"{""HasQuantity"": ""T1-1""}"
2,S0167819113001051-1550,1,MeasuredEntity,97,123,T2-1,times that a glitch appear,"{""HasProperty"": ""T4-1""}"
0,S2213671113001306-907,1,Quantity,55,60,T1-1,50 μm,"{""unit"": ""μm""}"
1,S2213671113001306-907,1,MeasuredEntity,44,53,T3-1,scale bar,"{""HasQuantity"": ""T1-1""}"
2,S2213671113001306-907,2,Quantity,135,141,T1-2,200 μm,"{""unit"": ""μm""}"
3,S2213671113001306-907,2,MeasuredEntity,124,133,T2-2,scale bar,"{""HasQuantity"": ""T1-2""}"
0,S0038071712001010-918,1,Quantity,57,64,T1-1,< 0.001,"{""mods"": [""IsRange""]}"
1,S0038071712001010-918,1,MeasuredProperty,55,56,T3-1,P,"{""HasQuantity"": ""T1-1""}"
2,S0038071712001010-918,1,MeasuredEntity,0,37,T2-1,AM fungal inoculum as a single factor,"{""HasProperty"": ""T3-1""}"
3,S0038071712001010-918,2,Quantity,220,230,T1-2,9.9%–16.2%,"{""mods"": [""IsRange""], ""unit"": ""%""}"
4,S0038071712001010-918,2,MeasuredEntity,196,218,T2-2,levels of colonisation,"{""HasQuantity"": ""T1-2""}"
5,S0038071712001010-918,3,Quantity,238,242,T1-3,7.01,
6,S0038071712001010-918,3,MeasuredProperty,232,235,T2-3,LSD,"{""HasQuantity"": ""T1-3""}"
7,S0038071712001010-918,3,MeasuredEntity,196,218,T3-3,levels of colonisation,"{""HasProperty"": ""T2-3""}"
8,S0038071712001010-918,4,Quantity,456,461,T1-4,25.4%,"{""unit"": ""%""}"
9,S0038071712001010-918,4,MeasuredProperty,359,382,T3-4,percentage colonisation,"{""HasQuantity"": ""T1-4""}"
10,S0038071712001010-918,4,MeasuredEntity,403,454,T2-4,two-species mixture of G. geosporum plus G. mosseae,"{""HasProperty"": ""T3-4""}"
11,S0038071712001010-918,5,Quantity,514,519,T1-5,23.8%,"{""unit"": ""%""}"
12,S0038071712001010-918,5,MeasuredProperty,359,382,T3-5,percentage colonisation,"{""HasQuantity"": ""T1-5""}"
13,S0038071712001010-918,5,MeasuredEntity,480,512,T2-5,combination of all three species,"{""HasProperty"": ""T3-5""}"
14,S0038071712001010-918,6,Quantity,672,677,T1-6,16.2%,"{""unit"": ""%""}"
15,S0038071712001010-918,6,MeasuredProperty,522,545,T2-6,Percentage colonisation,"{""HasQuantity"": ""T1-6""}"
16,S0038071712001010-918,6,MeasuredEntity,679,691,T3-6,G. geosporum,"{""HasProperty"": ""T2-6""}"
17,S0038071712001010-918,7,Quantity,693,697,T1-7,9.9%,"{""unit"": ""%""}"
18,S0038071712001010-918,7,MeasuredProperty,522,545,T4-7,Percentage colonisation,"{""HasQuantity"": ""T1-7""}"
19,S0038071712001010-918,7,MeasuredEntity,698,708,T2-7,G. mosseae,"{""HasProperty"": ""T4-7""}"
20,S0038071712001010-918,8,Quantity,794,798,T1-8,7.5%,"{""unit"": ""%""}"
21,S0038071712001010-918,8,MeasuredProperty,711,723,T2-8,Colonisation,"{""HasQuantity"": ""T1-8""}"
22,S0038071712001010-918,8,MeasuredEntity,750,780,T3-8,G. mosseae and G. intraradices,"{""HasProperty"": ""T2-8""}"
23,S0038071712001010-918,8,Qualifier,786,792,T4-8,paired,"{""Qualifies"": ""T3-8""}"
24,S0038071712001010-918,9,Quantity,875,880,T1-9,14.2%,"{""unit"": ""%""}"
25,S0038071712001010-918,9,MeasuredProperty,711,723,T3-9,Colonisation,"{""HasQuantity"": ""T1-9""}"
26,S0038071712001010-918,9,MeasuredEntity,845,860,T2-9,G. intraradices,"{""HasProperty"": ""T3-9""}"
0,S0019103513005058-3917,1,Quantity,409,420,T1-1,0.02 cm s−1,"{""unit"": ""s−1""}"
1,S0019103513005058-3917,1,MeasuredProperty,386,405,T3-1,deposition velocity,"{""HasQuantity"": ""T1-1""}"
