,document_name,sentence,potential_measurements,noun_phrases
706,S0032386113005454-2601.txt,"The mean room-temperature values of the compressive true yield stress, σyc, compressive true fracture stress, σfc, and compressive true fracture strain, γf, are summarised in Table 2.","[['LAW', 33, 35]]","[['The mean room-temperature values', 0, 6], ['the compressive true yield stress', 7, 12], ['true fracture stress', 16, 19], ['σfc', 20, 21], ['compressive true fracture strain', 23, 27], ['Table', 33, 34]]"
707,S0032386113005454-2601.txt,The tensile yield stress is calculated from the measured compressive yield stress [39].,"[['CARDINAL', 49, 50]]","[['The tensile yield stress', 36, 40], ['the measured compressive yield stress', 43, 48]]"
708,S0032386113005454-2601.txt,"The values decreased approximately linearly with increasing S-CSR particle content, see Fig. 4.","[['PERSON', 93, 94], ['CARDINAL', 95, 96]]","[['The values', 79, 81], ['increasing S-CSR particle content', 85, 91], ['Fig', 93, 94]]"
709,S0032386113005454-2601.txt,"At 20 °C, a value of 111 MPa was measured for the unmodified epoxy polymer, which also reveals that the unmodified epoxy should have the highest strength, if the effect of defects is excluded, when the test is conducted in uniaxial tension.","[['CARDINAL', 98, 99], ['CARDINAL', 105, 106]]","[['20 °C', 98, 101], ['a value', 102, 104], ['111 MPa', 105, 107], ['the unmodified epoxy polymer', 110, 114], ['the unmodified epoxy', 119, 122], ['the highest strength', 124, 127], ['the effect', 129, 131], ['defects', 132, 133], ['the test', 137, 139], ['uniaxial tension', 142, 144]]"
710,S0032386113005454-2601.txt,The lowest value of the compressive true yield stress was measured to be 63 MPa for the 20 wt% S-CSR-modified epoxy polymer.,"[['CARDINAL', 158, 159], ['CARDINAL', 162, 163]]","[['The lowest value', 145, 148], ['the compressive true yield stress', 149, 154], ['63 MPa', 158, 160], ['the 20 wt% S-CSR-modified epoxy polymer', 161, 171]]"
711,S2211124712002884-682.txt,"(C) Control lines 16 and 17, sporadic lines 12 and 23, and PGRN S116X lines 1 and 14 were immunostained for AFP (endoderm), desmin (mesoderm), and βIII-tubulin (ectoderm), and counterstained with DAPI (nuclei).","[['CARDINAL', 5, 6], ['CARDINAL', 7, 8], ['CARDINAL', 11, 12], ['DATE', 13, 14], ['ORG', 16, 17], ['CARDINAL', 19, 20], ['CARDINAL', 21, 22], ['ORG', 25, 26], ['PERSON', 46, 47]]","[['(C) Control', 0, 4], ['sporadic lines', 9, 11], ['PGRN S116X lines', 16, 19], ['AFP', 25, 26], ['endoderm', 27, 28], ['desmin', 30, 31], ['(mesoderm', 31, 33], ['βIII-tubulin', 36, 39], ['(ectoderm', 39, 41], ['DAPI', 46, 47], ['(nuclei', 47, 49]]"
712,S2211124712002884-682.txt,Scale bar: 50 μm.,"[['CARDINAL', 61, 62]]","[['Scale bar', 58, 60], ['50 μm', 61, 63]]"
713,S0006322312001096-1221.txt,"Crude, age- and sex-adjusted, and multivariably adjusted odds ratios and 95% confidence intervals per 10% absolute increase in risk score were calculated.","[['PERCENT', 50, 52], ['PERCENT', 55, 57]]","[['Crude', 36, 37], ['multivariably adjusted odds ratios', 45, 49], ['95% confidence intervals', 50, 54], ['10% absolute increase', 55, 59], ['risk score', 60, 62]]"
714,S0006322312001096-1221.txt,"In the analysis of GHQ symptoms, the sample was large enough to detect, with 90% power at a significance level of .05, an odds ratio of 1.14 for a 10% increase in the Framingham CVD risk score.","[['ORG', 69, 70], ['PERCENT', 81, 83], ['CARDINAL', 95, 96], ['PERCENT', 98, 100], ['GPE', 103, 104]]","[['the analysis', 66, 68], ['GHQ symptoms', 69, 71], ['the sample', 72, 74], ['90% power', 81, 84], ['a significance level', 85, 88], ['an odds ratio', 91, 94], ['a 10% increase', 97, 101], ['the Framingham CVD risk score', 102, 107]]"
715,S0006322312001096-1221.txt,"For depressive symptoms defined by CES-D and antidepressant medication, the corresponding odds ratios were 1.40 and 1.24, respectively.","[['CARDINAL', 125, 126], ['CARDINAL', 127, 128]]","[['depressive symptoms', 109, 111], ['CES-D and antidepressant medication', 113, 119], ['the corresponding odds ratios', 120, 124]]"
716,S0022399913003358-943.txt,"[9,12], introversion [13], withdrawal [9], and emotional isolation [14].","[['CARDINAL', 19, 20], ['CARDINAL', 24, 25], ['CARDINAL', 31, 32]]","[['[9,12], introversion', 13, 18], ['withdrawal', 22, 23], ['emotional isolation', 28, 30]]"
717,S0022399913003358-943.txt,"Additionally, particular cognitive strategies, for example, dysfunctional and catastrophic thoughts can increase patients' emotional distress and perceived tinnitus severity, and are thought to be closely related to personality factors [15].","[['CARDINAL', 69, 70]]","[['particular cognitive strategies', 36, 39], ['example', 41, 42], ['thoughts', 46, 47], [""patients' emotional distress"", 49, 53], ['tinnitus severity', 55, 57], ['personality factors', 66, 68]]"
718,S0022399913003358-943.txt,"Neuroticism is expressed as “individual differences in the tendency to experience negative, distressing emotions” [16] (p. 301).","[['CARDINAL', 90, 91], ['CARDINAL', 94, 95]]","[['Neuroticism', 72, 73], ['individual differences', 77, 79], ['the tendency', 80, 82], ['negative, distressing emotions', 84, 88]]"
719,S0022399913003358-943.txt,"At one extreme, individuals are characterized by high levels of vulnerability to experience negative emotions, including sadness, fear, anxiety, anger, frustration, and insecurity [17].","[['CARDINAL', 98, 99], ['CARDINAL', 128, 129]]","[['one extreme', 98, 100], ['individuals', 101, 102], ['high levels', 105, 107], ['vulnerability', 108, 109], ['negative emotions', 111, 113], ['sadness', 115, 116], ['fear', 117, 118], ['anxiety', 119, 120], ['anger', 121, 122], ['frustration', 123, 124], ['insecurity', 126, 127]]"
720,S0022399913003358-943.txt,"Neuroticism has been associated with adverse outcomes in various health conditions, including increased likelihood of morbidity in those with testicular cancer [18], and an increased likelihood of arthritis, kidney/liver disease, and diabetes in the general population [19].","[['CARDINAL', 178, 179], ['CARDINAL', 200, 201]]","[['Neuroticism', 155, 156], ['adverse outcomes', 160, 162], ['various health conditions', 163, 166], ['increased likelihood', 168, 170], ['morbidity', 171, 172], ['testicular cancer', 175, 177], ['an increased likelihood', 182, 185], ['arthritis', 186, 187], ['kidney/liver disease', 188, 192], ['diabetes', 194, 195], ['the general population', 196, 199]]"
721,S0022399913003358-943.txt,"There is evidence that neurotic traits are stronger in tinnitus patients [20], particularly in those with higher levels of tinnitus annoyance, and recent evidence that neuroticism may predict the development of severe tinnitus in patients already experiencing some tinnitus [21].","[['CARDINAL', 215, 216], ['CARDINAL', 247, 248]]","[['evidence', 205, 206], ['neurotic traits', 207, 209], ['tinnitus patients', 212, 214], ['higher levels', 222, 224], ['tinnitus annoyance', 225, 227], ['recent evidence', 229, 231], ['neuroticism', 232, 233], ['the development', 235, 237], ['severe tinnitus', 238, 240], ['patients', 241, 242], ['some tinnitus', 244, 246]]"
722,S0022399913003358-943.txt,"In a cross-sectional sample of 530 participants (50% with chronic tinnitus), Bartels and colleagues [22] studied the role of type D personality (the tendency towards negative affectivity and social inhibition) on health-related quality of life and self-reported tinnitus-related distress.","[['CARDINAL', 257, 258], ['PERCENT', 260, 262], ['PERSON', 267, 268], ['CARDINAL', 271, 272]]","[['a cross-sectional sample', 251, 256], ['530 participants', 257, 259], ['50%', 260, 262], ['chronic tinnitus', 263, 265], ['Bartels', 267, 268], ['colleagues', 269, 270], ['the role', 274, 276], ['type D personality', 277, 280], ['the tendency', 281, 283], ['negative affectivity', 284, 286], ['social inhibition', 287, 289], ['health-related quality', 291, 295], ['life', 296, 297], ['self-reported tinnitus-related distress', 298, 305]]"
723,S1389128612002496-5994.txt,The results in Table 3 indicate that when there is no attack RED has no obvious influence on the normal TCP flows (ρna and rna are almost the same for DropTail and RED).,"[['ORG', 3, 4], ['ORG', 12, 13], ['ORG', 31, 32]]","[['The results', 0, 2], ['Table', 3, 4], ['no attack RED', 10, 13], ['no obvious influence', 14, 17], ['the normal TCP flows', 18, 22], ['ρna', 23, 24], ['rna', 25, 26], ['DropTail', 31, 32], ['RED', 33, 34]]"
724,S1389128612002496-5994.txt,"Note that in this case, RED drops 25% packets, much more than the 7.6% from DropTail.","[['ORG', 59, 60], ['PERCENT', 61, 63], ['PERCENT', 68, 71], ['ORG', 72, 73]]","[['this case', 56, 58], ['RED', 59, 60], ['25% packets', 61, 64], ['the 7.6%', 68, 71], ['DropTail', 72, 73]]"
725,S0960148113005727-904.txt,"That report suggested that the load factors of wind farms in the UK have declined by 5–13% per year, normalising for month-by-month variations in wind speeds.","[['GPE', 47, 48], ['PERCENT', 51, 53], ['DATE', 58, 59]]","[['That report', 35, 37], ['the load factors', 39, 42], ['wind farms', 43, 45], ['the UK', 46, 48], ['5–13%', 51, 53], ['year', 54, 55], ['month', 62, 63], ['wind speeds', 65, 67]]"
726,S175058361300203X-1280.txt,"Input to the modeling consisted of the compressional wave velocity (Vp), shear wave velocity (Vs), and density (ρ) near the injection well obtained from borehole logging data (Fig. 4).","[['ORG', 36, 37], ['CARDINAL', 38, 39]]","[['Input', 0, 1], ['the modeling', 2, 4], ['the compressional wave velocity', 6, 10], ['(Vp', 10, 12], ['shear wave velocity', 14, 17], ['Vs', 18, 19], ['density', 22, 23], ['ρ', 24, 25], ['the injection', 27, 29], ['borehole logging data', 32, 35], ['(Fig', 35, 37]]"
727,S175058361300203X-1280.txt,"Vs values from the well Ktzi202/2007 were vertically averaged over the main lithological units (Förster et al., 2010).","[['DATE', 76, 77]]","[['Vs', 56, 57], ['Ktzi202/2007', 61, 62], ['the main lithological units', 66, 70], ['Förster et al', 71, 74]]"
728,S175058361300203X-1280.txt,The resulting Vs model was linearly interpolated to the injection well using the interpreted lithological horizons after Kling (2011).,"[['DATE', 98, 99]]","[['The resulting Vs model', 79, 83], ['the injection', 87, 89], ['the interpreted lithological horizons', 91, 95], ['Kling', 96, 97]]"
729,S175058361300203X-1280.txt,"The input wavelet was extracted from the 3D seismic baseline data (Juhlin et al., 2007)","[['ORG', 108, 109], ['PRODUCT', 113, 116], ['DATE', 118, 119]]","[['The input wavelet', 101, 104], ['the 3D seismic baseline data', 107, 112], ['Juhlin et al', 113, 116]]"
730,S175058361300203X-1280.txt,"(Fig. 4), yielding a dominant frequency of 40 Hz.","[['PERSON', 121, 122], ['CARDINAL', 123, 124], ['CARDINAL', 131, 132]]","[['(Fig', 120, 122], ['a dominant frequency', 127, 130], ['40 Hz', 131, 133]]"
731,S175058361300203X-1280.txt,"Seismic modeling with the reflectivity method using the previously described Vp, Vs and density models as input parameters resulted in a synthetic trace corresponding to a 3D surface seismic baseline trace near the injection well (Fig. 4).","[['CARDINAL', 161, 162], ['PERSON', 171, 172], ['CARDINAL', 173, 174]]","[['Seismic modeling', 134, 136], ['the reflectivity method', 137, 140], ['the previously described Vp', 141, 145], ['Vs', 146, 147], ['density models', 148, 150], ['input parameters', 151, 153], ['a synthetic trace', 155, 158], ['a 3D surface seismic baseline trace', 160, 166], ['the injection', 167, 169]]"
732,S0164121213002641-2930.txt,Definition 1[Projection],[],[]
733,S0164121213002641-2930.txt,"σ0→ σ1 → σ2 → …, we define the projection of t onto V ⊆",[],"[['σ1', 40, 41], ['we', 46, 47], ['the projection', 48, 50], ['t', 51, 52], ['V ⊆', 53, 55]]"
734,S0168945213001805-4536.txt,"Improved photosynthesis increases sucrose production but this must be coupled with increased sucrose utilization, storage, or transport to sink tissues to avoid negative feedback regulation [102].","[['CARDINAL', 28, 29]]","[['Improved photosynthesis increases', 0, 3], ['production', 4, 5], ['increased sucrose utilization', 11, 14], ['storage', 15, 16], ['transport', 18, 19], ['tissues', 21, 22], ['negative feedback regulation', 24, 27]]"
735,S0168945213001805-4536.txt,Increased downstream utilization of photosynthetic products has been shown to increase biomass yield [103].,"[['CARDINAL', 45, 46]]","[['Increased downstream utilization', 31, 34], ['photosynthetic products', 35, 37], ['biomass yield', 42, 44]]"
736,S0168945213001805-4536.txt,Cellulose and hemicellulose account for ∼70% of wood [104] so over-expression of genes that promote cellulose production should have a significant impact on timber production.,[],"[['Cellulose', 48, 49], ['hemicellulose account', 50, 52], ['∼70%', 53, 55], ['wood', 56, 57], ['over-expression', 61, 64], ['genes', 65, 66], ['cellulose production', 68, 70], ['a significant impact', 72, 75], ['timber production', 76, 78]]"
737,S0006322312001096-1253.txt,There was also some evidence to suggest an association between higher Framingham stroke risk score and increased onset of depressive symptoms before the age of 65 years.,"[['ORG', 36, 37], ['DATE', 47, 52]]","[['some evidence', 28, 30], ['an association', 32, 34], ['higher Framingham', 35, 37], ['risk score', 38, 40], ['increased onset', 41, 43], ['depressive symptoms', 44, 46], ['the age', 47, 49], ['65 years', 50, 52]]"
738,S0006322312001096-1253.txt,"This finding was based on data from three different vascular risk prediction algorithms—the Framingham CVD, CHD, and stroke scores—and depressive symptoms measured using two survey instruments and information on use of antidepressant medication.","[['CARDINAL', 86, 87], ['ORG', 97, 98], ['CARDINAL', 108, 109]]","[['This finding', 79, 81], ['data', 84, 85], ['three different vascular risk prediction algorithms', 86, 92], ['the Framingham CVD', 93, 96], ['CHD', 97, 98], ['stroke scores', 100, 102], ['depressive symptoms', 104, 106], ['two survey instruments', 108, 111], ['information', 112, 113], ['use', 114, 115], ['antidepressant medication', 116, 118]]"
739,S0378112713005288-1948.txt,Table 5 shows that the regeneration density of different site types (upland improved farmland or upland moorland).,[],"[['Table', 0, 1], ['different site types', 8, 11], ['upland', 12, 13], ['improved farmland', 13, 15], ['upland moorland', 16, 18]]"
740,S0378112713005288-1948.txt,"Site type (upland improved farmland or upland moorland) produced a significant variation in total regeneration densities (F(3, 8.9) = 4.1, p = 0.03).","[['CARDINAL', 41, 42], ['CARDINAL', 44, 45], ['CARDINAL', 48, 49]]","[['Site type', 20, 22], ['upland improved farmland', 23, 26], ['upland moorland', 27, 29], ['a significant variation', 31, 34], ['total regeneration densities', 35, 38]]"
741,S0378112713005288-1948.txt,20% of the total observed variation was due to variation between the different site types.,"[['PERCENT', 51, 53]]","[['20%', 51, 53], ['the total observed variation', 54, 58], ['variation', 61, 62], ['the different site types', 63, 67]]"
742,S0378112713005288-1948.txt,The overall regeneration density on clearfelled upland moorland was significantly greater than on unplanted upland moorland (p < 0.01).,[],"[['The overall regeneration density', 68, 72], ['clearfelled upland moorland', 73, 76], ['unplanted upland moorland', 81, 84], ['p', 85, 86]]"
743,S0378112713005288-1948.txt,However there was no significant difference between the regeneration density of clearfelled improved farmland and unplanted improved farmland (see Table 5).,"[['LAW', 110, 112]]","[['no significant difference', 93, 96], ['the regeneration density', 97, 100], ['clearfelled improved farmland', 101, 104], ['improved farmland', 106, 108], ['Table', 110, 111]]"
